Filename,Label,Spectrogram_Path,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
New_AS_017.wav,AS,./Dataset/Spectrograms\AS\New_AS_017.png,-303.72165,91.67575,64.67612,48.01825,31.063446,17.233917,5.7006073,0.5354495,-6.0118017,-4.9515076,-4.8363066,-3.715971,-1.726727
New_AS_018.wav,AS,./Dataset/Spectrograms\AS\New_AS_018.png,-298.56506,89.38472,60.99427,47.173218,27.82125,17.500872,8.861066,0.23355551,-6.1331263,-3.215909,-5.6460342,-3.763874,-3.2886121
New_AS_019.wav,AS,./Dataset/Spectrograms\AS\New_AS_019.png,-304.15164,92.27286,62.05944,47.989983,32.522797,13.740504,8.077333,-1.328514,-4.220316,-6.9127994,-5.192745,-2.925383,-3.5426996
New_AS_020.wav,AS,./Dataset/Spectrograms\AS\New_AS_020.png,-312.2995,92.742355,66.16382,50.440353,29.803083,17.530495,7.177336,-0.7991819,-5.1168118,-7.0343432,-4.1850004,-4.5071006,-2.0603826
New_AS_021.wav,AS,./Dataset/Spectrograms\AS\New_AS_021.png,-300.24142,89.605576,62.30105,46.398373,32.545208,17.183329,3.824145,-1.7276295,-3.4633617,-2.6599972,-5.9949164,-2.4519837,-2.881013
New_AS_022.wav,AS,./Dataset/Spectrograms\AS\New_AS_022.png,-289.74255,89.96023,58.618366,41.753693,31.523708,19.355694,5.393417,1.9487861,-5.314217,-4.330981,-4.2156234,-3.2634132,-3.0418582
New_AS_023.wav,AS,./Dataset/Spectrograms\AS\New_AS_023.png,-335.07736,97.91091,72.49351,52.68353,32.887676,18.788975,6.1362195,-4.5648093,-6.7353625,-5.9016876,-5.4397526,-2.8845444,-2.8939297
New_AS_024.wav,AS,./Dataset/Spectrograms\AS\New_AS_024.png,-348.33698,88.96624,65.068985,48.220238,30.587002,15.763708,4.933021,-4.5087814,-5.1160097,-6.5043464,-3.8087077,-1.7812215,-1.4775788
New_AS_025.wav,AS,./Dataset/Spectrograms\AS\New_AS_025.png,-523.6702,112.0933,95.6045,71.9841,45.893547,21.975943,3.7156858,-7.2677455,-11.321426,-10.295858,-6.7341585,-3.015972,-0.7300254
New_AS_026.wav,AS,./Dataset/Spectrograms\AS\New_AS_026.png,-522.24365,110.491684,94.301384,71.09197,45.422714,21.840336,3.7670586,-7.1892047,-11.338582,-10.46608,-7.0509005,-3.4378588,-1.2223614
New_AS_027.wav,AS,./Dataset/Spectrograms\AS\New_AS_027.png,-531.47253,114.02551,97.14046,72.9782,46.33364,21.967777,3.4338937,-7.639984,-11.642027,-10.489562,-6.7938104,-2.9879699,-0.6945325
New_AS_028.wav,AS,./Dataset/Spectrograms\AS\New_AS_028.png,-525.4145,110.75846,94.48031,71.14696,45.34436,21.64528,3.4912832,-7.499879,-11.637026,-10.708994,-7.200475,-3.4621193,-1.0972046
New_AS_029.wav,AS,./Dataset/Spectrograms\AS\New_AS_029.png,-521.91534,111.26733,95.16433,72.02679,46.343975,22.62499,4.309577,-6.9246,-11.292797,-10.498679,-6.9863043,-3.1244528,-0.58069545
New_AS_030.wav,AS,./Dataset/Spectrograms\AS\New_AS_030.png,-531.7618,113.83334,96.99394,72.90649,46.35994,22.10124,3.6607323,-7.361724,-11.3791895,-10.319702,-6.7822623,-3.1634533,-1.0335318
New_AS_031.wav,AS,./Dataset/Spectrograms\AS\New_AS_031.png,-521.0161,108.22747,92.48083,69.89702,44.89795,21.894419,4.2093897,-6.5886674,-10.784554,-10.08688,-6.87477,-3.4016695,-1.2079434
New_AS_032.wav,AS,./Dataset/Spectrograms\AS\New_AS_032.png,-524.7484,111.23588,94.85708,71.444214,45.635666,21.990793,3.886287,-7.1236095,-11.366052,-10.600262,-7.263279,-3.6698039,-1.4057357
New_AS_033.wav,AS,./Dataset/Spectrograms\AS\New_AS_033.png,-527.95526,113.67997,96.83926,72.77079,46.280144,22.115944,3.7894113,-7.1340427,-11.102168,-10.060053,-6.594344,-3.0608313,-0.9751952
New_AS_034.wav,AS,./Dataset/Spectrograms\AS\New_AS_034.png,-524.85785,112.554344,96.00742,72.306526,46.130337,22.135359,3.8114524,-7.224092,-11.324387,-10.344881,-6.8295274,-3.1551886,-0.9075966
New_AS_035.wav,AS,./Dataset/Spectrograms\AS\New_AS_035.png,-523.62897,112.152405,95.78554,72.290855,46.253807,22.272203,3.8401735,-7.3593216,-11.583475,-10.60775,-6.9514203,-3.0356975,-0.5410181
New_AS_036.wav,AS,./Dataset/Spectrograms\AS\New_AS_036.png,-529.14575,112.893005,96.25854,72.42169,46.075947,21.898216,3.4035718,-7.7630615,-11.929597,-10.935966,-7.3278527,-3.5052848,-1.0958625
New_AS_037.wav,AS,./Dataset/Spectrograms\AS\New_AS_037.png,-522.17896,111.07579,94.75509,71.3519,45.462433,21.682764,3.486488,-7.4816737,-11.525748,-10.462679,-6.834075,-3.0557835,-0.7748194
New_AS_038.wav,AS,./Dataset/Spectrograms\AS\New_AS_038.png,-521.8078,111.27619,95.00507,71.67696,45.873474,22.16815,4.0086823,-6.9798717,-11.104307,-10.1614895,-6.653714,-2.952087,-0.672754
New_AS_039.wav,AS,./Dataset/Spectrograms\AS\New_AS_039.png,-520.4003,108.308975,92.631805,70.12095,45.15374,22.109316,4.306465,-6.659495,-11.024541,-10.444323,-7.2604036,-3.7176464,-1.3794476
New_AS_040.wav,AS,./Dataset/Spectrograms\AS\New_AS_040.png,-527.03467,111.99088,95.419235,71.727234,45.635616,21.812931,3.7186894,-7.0918465,-11.03699,-10.009659,-6.5468955,-2.9808667,-0.84064895
New_AS_041.wav,AS,./Dataset/Spectrograms\AS\New_AS_041.png,-523.74536,112.53611,95.92018,72.15348,45.958572,22.010588,3.7804544,-7.1629276,-11.22603,-10.294997,-6.9058523,-3.392992,-1.286809
New_AS_042.wav,AS,./Dataset/Spectrograms\AS\New_AS_042.png,-530.7117,114.07581,97.117905,72.85718,46.11946,21.699799,3.1776354,-7.812528,-11.678877,-10.381749,-6.5833607,-2.7543614,-0.52277654
New_AS_043.wav,AS,./Dataset/Spectrograms\AS\New_AS_043.png,-527.00146,111.8923,95.423485,71.83338,45.774918,21.876408,3.6060228,-7.4251375,-11.55646,-10.613863,-7.108763,-3.3990471,-1.0770861
New_AS_044.wav,AS,./Dataset/Spectrograms\AS\New_AS_044.png,-524.71704,112.26678,95.66584,71.92756,45.778362,21.896711,3.7546246,-7.0816793,-11.026427,-9.978978,-6.492713,-2.9199896,-0.8042284
New_AS_045.wav,AS,./Dataset/Spectrograms\AS\New_AS_045.png,-522.4268,109.15324,93.317406,70.59277,45.414715,22.214113,4.3387017,-6.6181836,-10.922198,-10.273231,-7.0536375,-3.529755,-1.2595462
New_AS_046.wav,AS,./Dataset/Spectrograms\AS\New_AS_046.png,-526.57996,111.1744,94.88647,71.54923,45.755035,22.069466,3.9114976,-7.130403,-11.384955,-10.635783,-7.330919,-3.7613173,-1.4691565
New_AS_047.wav,AS,./Dataset/Spectrograms\AS\New_AS_047.png,-520.9677,111.09544,94.89908,71.66957,45.95619,22.299454,4.1234326,-6.952329,-11.217765,-10.433205,-7.054775,-3.4126322,-1.1018327
New_AS_048.wav,AS,./Dataset/Spectrograms\AS\New_AS_048.png,-549.818,85.491356,72.717255,54.481075,34.44559,16.219145,2.4548786,-5.683431,-8.562607,-7.6776857,-4.9961233,-2.2966778,-0.7138423
New_AS_049.wav,AS,./Dataset/Spectrograms\AS\New_AS_049.png,-566.2613,82.491974,71.80351,56.235146,38.553932,21.616138,7.7193,-1.8407134,-6.9038353,-8.268155,-7.2910376,-5.415556,-3.7719364
New_AS_050.wav,AS,./Dataset/Spectrograms\AS\New_AS_050.png,-577.28577,82.36624,71.36531,55.412003,37.422417,20.37412,6.613692,-2.6023474,-7.2240634,-8.18722,-6.963087,-5.0454187,-3.5383434
New_AS_051.wav,AS,./Dataset/Spectrograms\AS\New_AS_051.png,-579.0369,84.50656,72.890076,56.162773,37.504993,20.091076,6.323416,-2.6343675,-6.916967,-7.6452975,-6.3948345,-4.6467066,-3.3972483
New_AS_052.wav,AS,./Dataset/Spectrograms\AS\New_AS_052.png,-585.52454,88.0728,75.753426,58.180107,38.749664,20.70009,6.4282994,-2.875277,-7.2948303,-7.9504313,-6.4893765,-4.4889727,-3.0171528
New_AS_053.wav,AS,./Dataset/Spectrograms\AS\New_AS_053.png,-577.33655,82.34472,71.20271,55.08994,36.999847,19.96357,6.3349853,-2.6690536,-7.064556,-7.848044,-6.519714,-4.5613785,-3.0369232
New_AS_054.wav,AS,./Dataset/Spectrograms\AS\New_AS_054.png,-582.7609,82.61474,71.6404,55.714386,37.73122,20.646883,6.7949724,-2.563715,-7.352955,-8.462978,-7.312091,-5.3518605,-3.6734831
New_AS_055.wav,AS,./Dataset/Spectrograms\AS\New_AS_055.png,-580.53937,83.41589,72.276505,56.1363,37.956333,20.746527,6.862315,-2.451883,-7.1651974,-8.221786,-7.079627,-5.199989,-3.6512864
New_AS_056.wav,AS,./Dataset/Spectrograms\AS\New_AS_056.png,-579.4639,81.79429,70.91294,55.140377,37.365112,20.529015,6.941795,-2.1677008,-6.757512,-7.7457585,-6.5634093,-4.6539984,-3.0807617
New_AS_057.wav,AS,./Dataset/Spectrograms\AS\New_AS_057.png,-575.62537,82.74686,71.6126,55.51044,37.423992,20.364151,6.658117,-2.4989321,-7.125412,-8.191407,-7.1436567,-5.398278,-3.9639919
New_AS_058.wav,AS,./Dataset/Spectrograms\AS\New_AS_058.png,-582.23474,83.63218,72.31118,55.956104,37.61296,20.344704,6.508728,-2.6914575,-7.281896,-8.251764,-7.0774117,-5.2136602,-3.7093608
New_AS_059.wav,AS,./Dataset/Spectrograms\AS\New_AS_059.png,-581.10077,84.37656,73.123405,56.79196,38.353397,20.848253,6.6846843,-2.8285859,-7.6049647,-8.563756,-7.183131,-4.987859,-3.1340535
New_AS_060.wav,AS,./Dataset/Spectrograms\AS\New_AS_060.png,-577.3836,84.86901,73.40943,56.832367,38.21054,20.656305,6.5894856,-2.7325628,-7.3125877,-8.156208,-6.7869787,-4.716368,-3.038202
New_AS_061.wav,AS,./Dataset/Spectrograms\AS\New_AS_061.png,-583.529,86.12314,74.58715,57.8867,39.10211,21.358673,7.094989,-2.4090059,-7.134376,-8.072864,-6.7487736,-4.6923366,-3.0311296
New_AS_062.wav,AS,./Dataset/Spectrograms\AS\New_AS_062.png,-576.89294,85.873024,73.60915,56.862255,38.43245,20.985188,6.981149,-2.3497758,-7.1161213,-8.236505,-7.1497765,-5.3419867,-3.8520408
New_AS_063.wav,AS,./Dataset/Spectrograms\AS\New_AS_063.png,-578.4136,86.31262,74.65029,57.805714,38.928307,21.192392,7.0428743,-2.2810802,-6.832559,-7.676341,-6.378766,-4.46101,-2.9916337
New_AS_064.wav,AS,./Dataset/Spectrograms\AS\New_AS_064.png,-577.63245,85.33873,73.80706,57.129463,38.39962,20.746126,6.5945864,-2.803265,-7.462967,-8.402915,-7.152694,-5.2198405,-3.685782
New_AS_065.wav,AS,./Dataset/Spectrograms\AS\New_AS_065.png,-573.5668,83.04227,72.210945,56.454636,38.593216,21.522545,7.552147,-2.0386746,-7.1224613,-8.526314,-7.615899,-5.8156343,-4.217853
New_AS_066.wav,AS,./Dataset/Spectrograms\AS\New_AS_066.png,-575.85803,84.87243,73.40538,56.829166,38.217747,20.66621,6.566311,-2.8438642,-7.560508,-8.55604,-7.311303,-5.309191,-3.6437037
New_AS_067.wav,AS,./Dataset/Spectrograms\AS\New_AS_067.png,-581.9116,87.91814,75.98735,58.75833,39.452747,21.311356,6.8235235,-2.7541528,-7.4780583,-8.4247,-7.169708,-5.2372746,-3.6968768
New_AS_068.wav,AS,./Dataset/Spectrograms\AS\New_AS_068.png,-579.31445,85.73676,74.48609,58.162697,39.731106,22.2084,7.96514,-1.7273136,-6.800082,-8.15631,-7.2236195,-5.456647,-3.9457238
New_AS_069.wav,AS,./Dataset/Spectrograms\AS\New_AS_069.png,-575.2495,85.33521,73.9475,57.47284,38.961887,21.502666,7.4925756,-1.8285612,-6.4746222,-7.455538,-6.2925158,-4.48815,-3.1208386
New_AS_070.wav,AS,./Dataset/Spectrograms\AS\New_AS_070.png,-574.15485,83.347,71.004616,55.213253,37.61039,20.941319,7.278605,-2.0597951,-6.932115,-8.208276,-7.251675,-5.430044,-3.8186052
New_AS_071.wav,AS,./Dataset/Spectrograms\AS\New_AS_071.png,-580.9724,85.2836,73.8956,57.386215,38.776073,21.142893,6.905473,-2.6453724,-7.4584513,-8.486997,-7.2235155,-5.178691,-3.4708745
New_AS_072.wav,AS,./Dataset/Spectrograms\AS\New_AS_072.png,-582.1068,84.99332,73.45277,56.83799,38.289536,20.916607,7.0580416,-2.1455398,-6.787611,-7.8945904,-6.9347754,-5.3151503,-4.0167894
New_AS_073.wav,AS,./Dataset/Spectrograms\AS\New_AS_073.png,-578.292,85.384026,74.070206,57.674168,39.19468,21.673065,7.482442,-2.1273031,-7.1230865,-8.439712,-7.5135818,-5.7764573,-4.271752
New_AS_074.wav,AS,./Dataset/Spectrograms\AS\New_AS_074.png,-575.20404,84.30935,72.06793,56.045475,38.25448,21.402878,7.752975,-1.6583297,-6.6383853,-8.059142,-7.271595,-5.638372,-4.184593
New_AS_075.wav,AS,./Dataset/Spectrograms\AS\New_AS_075.png,-581.081,85.32292,73.89207,57.340145,38.71622,21.114979,6.95085,-2.5117683,-7.2611756,-8.28808,-7.105691,-5.220374,-3.7228386
New_AS_076.wav,AS,./Dataset/Spectrograms\AS\New_AS_076.png,-575.0419,84.257385,72.95929,56.588024,38.148754,20.701036,6.644703,-2.7477775,-7.441779,-8.403779,-7.134061,-5.1431975,-3.539861
New_AS_077.wav,AS,./Dataset/Spectrograms\AS\New_AS_077.png,-527.3747,112.19449,95.56176,71.78453,45.607822,21.729515,3.6338003,-7.1162868,-10.956904,-9.822742,-6.30178,-2.762723,-0.73525137
New_AS_078.wav,AS,./Dataset/Spectrograms\AS\New_AS_078.png,-524.39105,112.26102,95.680984,71.94522,45.75336,21.776777,3.5079844,-7.446192,-11.458393,-10.40615,-6.851801,-3.1827486,-0.9855002
New_AS_079.wav,AS,./Dataset/Spectrograms\AS\New_AS_079.png,-529.66095,113.35923,96.60257,72.62057,46.169323,21.973833,3.5634103,-7.4421587,-11.425249,-10.288387,-6.624553,-2.849523,-0.5718639
New_AS_080.wav,AS,./Dataset/Spectrograms\AS\New_AS_080.png,-527.26086,112.46246,95.67145,71.65205,45.185013,21.01984,2.7013378,-8.152217,-11.9453945,-10.620155,-6.815012,-2.9814913,-0.7393627
New_AS_081.wav,AS,./Dataset/Spectrograms\AS\New_AS_081.png,-527.74506,112.71308,96.196846,72.54665,46.433292,22.494873,4.195996,-6.8671784,-11.05203,-10.194867,-6.802436,-3.2128003,-0.99113965
New_AS_082.wav,AS,./Dataset/Spectrograms\AS\New_AS_082.png,-522.1772,109.66048,93.68278,70.7639,45.39011,22.042292,4.1031265,-6.824191,-11.02369,-10.2368765,-6.898915,-3.324071,-1.0978159
New_AS_083.wav,AS,./Dataset/Spectrograms\AS\New_AS_083.png,-523.17773,109.27519,93.55841,70.960335,45.846645,22.607817,4.602474,-6.5162506,-10.93148,-10.275783,-6.9115915,-3.144204,-0.6148057
New_AS_084.wav,AS,./Dataset/Spectrograms\AS\New_AS_084.png,-526.5817,111.64776,95.34847,71.97126,46.09731,22.303219,4.0440664,-7.044545,-11.258037,-10.383379,-6.9158244,-3.222672,-0.9197732
New_AS_085.wav,AS,./Dataset/Spectrograms\AS\New_AS_085.png,-532.9475,114.64477,97.62527,73.28715,46.479355,22.00865,3.4494078,-7.5811634,-11.509174,-10.301763,-6.6117835,-2.8887682,-0.73884887
New_AS_086.wav,AS,./Dataset/Spectrograms\AS\New_AS_086.png,-526.8634,113.60192,96.74044,72.63997,46.113056,21.92171,3.5959375,-7.280054,-11.144279,-9.950672,-6.3183727,-2.6553326,-0.5343988
New_AS_087.wav,AS,./Dataset/Spectrograms\AS\New_AS_087.png,-526.9778,113.107704,96.293755,72.26048,45.80692,21.682974,3.4111812,-7.4262233,-11.26467,-10.05284,-6.4036093,-2.7186186,-0.565121
New_AS_088.wav,AS,./Dataset/Spectrograms\AS\New_AS_088.png,-529.5763,114.1743,97.08427,72.66302,45.796974,21.322838,2.8260274,-8.087768,-11.873192,-10.530599,-6.737123,-2.9488513,-0.7609478
New_AS_089.wav,AS,./Dataset/Spectrograms\AS\New_AS_089.png,-521.5984,108.34189,92.56808,69.95535,44.941376,21.94523,4.2849636,-6.4889135,-10.685179,-10.030943,-6.9071417,-3.5469375,-1.4523621
New_AS_090.wav,AS,./Dataset/Spectrograms\AS\New_AS_090.png,-523.62024,110.90044,94.704956,71.485214,45.798035,22.186907,4.070241,-6.9474845,-11.177581,-10.401343,-7.0871234,-3.561596,-1.398048
New_AS_091.wav,AS,./Dataset/Spectrograms\AS\New_AS_091.png,-527.35925,113.29271,96.418396,72.30481,45.770973,21.58021,3.2577343,-7.6199937,-11.49633,-10.324207,-6.7155666,-3.0692172,-0.9526359
New_AS_092.wav,AS,./Dataset/Spectrograms\AS\New_AS_092.png,-527.09265,113.09728,96.27208,72.23363,45.78872,21.68219,3.4177227,-7.4457746,-11.35662,-10.253944,-6.7173376,-3.1030989,-0.940871
New_AS_093.wav,AS,./Dataset/Spectrograms\AS\New_AS_093.png,-520.67065,110.78286,94.66481,71.540924,45.929573,22.341082,4.1809096,-6.92973,-11.257258,-10.524616,-7.1521635,-3.4523911,-1.0303078
New_AS_094.wav,AS,./Dataset/Spectrograms\AS\New_AS_094.png,-527.5706,111.49794,95.3426,72.137985,46.394745,22.637571,4.30921,-6.9240417,-11.29882,-10.54133,-7.1095557,-3.371029,-0.9765073
New_AS_095.wav,AS,./Dataset/Spectrograms\AS\New_AS_095.png,-521.40924,107.501114,91.988266,69.727104,45.06304,22.337461,4.8299007,-5.9013386,-10.122952,-9.510032,-6.4065704,-3.0384305,-0.9283747
New_AS_096.wav,AS,./Dataset/Spectrograms\AS\New_AS_096.png,-525.77014,110.8005,94.660515,71.525024,45.936386,22.416424,4.358199,-6.655495,-10.944911,-10.280882,-7.1017346,-3.6927278,-1.5890441
New_AS_097.wav,AS,./Dataset/Spectrograms\AS\New_AS_097.png,-528.76056,112.79422,96.22499,72.49565,46.294907,22.28829,3.9709299,-7.0400944,-11.104017,-10.087789,-6.550718,-2.886234,-0.6938006
New_AS_098.wav,AS,./Dataset/Spectrograms\AS\New_AS_098.png,-527.5093,111.2395,94.99274,71.697975,45.925884,22.236027,4.062718,-6.976205,-11.183118,-10.336345,-6.90853,-3.2390304,-0.9227252
New_AS_099.wav,AS,./Dataset/Spectrograms\AS\New_AS_099.png,-528.77545,113.382286,96.70236,72.80579,46.406216,22.200338,3.7143621,-7.411819,-11.529802,-10.515983,-6.9512024,-3.2519732,-1.0310546
New_AS_100.wav,AS,./Dataset/Spectrograms\AS\New_AS_100.png,-540.51025,93.468155,79.537506,59.6196,37.687244,17.678473,2.520307,-6.466341,-9.637578,-8.6133995,-5.573431,-2.5246258,-0.7748608
New_AS_101.wav,AS,./Dataset/Spectrograms\AS\New_AS_101.png,-524.7696,110.78705,94.59544,71.389496,45.734573,22.181538,4.1515594,-6.7548857,-10.859007,-9.953539,-6.513349,-2.8615353,-0.557796
New_AS_102.wav,AS,./Dataset/Spectrograms\AS\New_AS_102.png,-522.95355,111.364136,95.02333,71.609634,45.735737,21.996372,3.841367,-7.1210995,-11.224517,-10.288169,-6.820113,-3.1757712,-0.9394347
New_AS_103.wav,AS,./Dataset/Spectrograms\AS\New_AS_103.png,-531.33545,113.37914,96.59439,72.58758,46.133606,21.963387,3.5933876,-7.3839893,-11.380185,-10.313151,-6.767411,-3.1267078,-0.95528466
New_AS_104.wav,AS,./Dataset/Spectrograms\AS\New_AS_104.png,-525.35547,110.3255,94.14636,70.96439,45.345383,21.835407,3.8458736,-7.033872,-11.132722,-10.244919,-6.842224,-3.245138,-1.016342
New_AS_105.wav,AS,./Dataset/Spectrograms\AS\New_AS_105.png,-525.0893,114.01306,97.00931,72.70949,45.97044,21.595764,3.1424658,-7.7989254,-11.678747,-10.472586,-6.817846,-3.1269772,-0.9607214
New_AS_106.wav,AS,./Dataset/Spectrograms\AS\New_AS_106.png,-528.2438,113.60928,96.748825,72.64684,46.113598,21.911211,3.572423,-7.3147316,-11.185439,-9.992826,-6.3561563,-2.6818123,-0.5374298
New_AS_107.wav,AS,./Dataset/Spectrograms\AS\New_AS_107.png,-523.70465,109.60207,93.44302,70.354294,44.949383,21.780857,4.2078934,-6.2791452,-10.117434,-9.173549,-5.924404,-2.6263127,-0.7361933
New_AS_108.wav,AS,./Dataset/Spectrograms\AS\New_AS_108.png,-528.4497,113.452324,96.65189,72.62443,46.150738,21.966492,3.5901783,-7.3868876,-11.379571,-10.310184,-6.7672176,-3.1371439,-0.98522055
New_AS_109.wav,AS,./Dataset/Spectrograms\AS\New_AS_109.png,-523.9111,110.462265,94.23214,70.99906,45.362137,21.887197,3.9805872,-6.798691,-10.823747,-9.92827,-6.6006875,-3.1460586,-1.0833564
New_AS_110.wav,AS,./Dataset/Spectrograms\AS\New_AS_110.png,-527.18396,112.27958,95.642365,71.83676,45.589188,21.591875,3.3460078,-7.5448313,-11.463262,-10.297422,-6.6181254,-2.821221,-0.5065779
New_AS_111.wav,AS,./Dataset/Spectrograms\AS\New_AS_111.png,-262.15005,103.13667,72.613205,55.246582,34.2897,20.34848,11.345485,6.3759294,-3.1903765,-7.677137,-4.9810357,-6.4760427,-2.9937644
New_AS_112.wav,AS,./Dataset/Spectrograms\AS\New_AS_112.png,-260.60452,103.381645,72.80601,54.457024,34.615154,17.316452,9.592677,8.078554,-3.0285075,-8.5695505,-3.0515788,-6.2051516,-1.9278301
New_AS_113.wav,AS,./Dataset/Spectrograms\AS\New_AS_113.png,-257.4806,101.28018,69.67104,55.026,33.803192,22.373642,12.663795,-0.14856414,-3.2956905,-3.3171175,-6.7401443,-3.7378922,-5.421236
New_AS_114.wav,AS,./Dataset/Spectrograms\AS\New_AS_114.png,-268.35117,102.75581,71.81097,54.462166,36.15654,23.948826,11.028582,-1.2274941,-1.966176,-6.5482364,-6.06285,-5.165323,-4.2461424
New_AS_115.wav,AS,./Dataset/Spectrograms\AS\New_AS_115.png,-526.9211,111.80089,95.42349,71.952736,46.00543,22.180246,3.9318233,-7.123549,-11.305814,-10.415934,-6.943836,-3.2355092,-0.88304293
New_AS_116.wav,AS,./Dataset/Spectrograms\AS\New_AS_116.png,-527.36255,112.441574,95.88413,72.18685,46.04535,22.119333,3.88313,-7.074704,-11.13603,-10.171254,-6.71845,-3.1310458,-0.96549743
New_AS_117.wav,AS,./Dataset/Spectrograms\AS\New_AS_117.png,-524.4728,111.58229,95.27489,71.92587,46.152134,22.541115,4.5204115,-6.334978,-10.392221,-9.491883,-6.1413145,-2.671596,-0.6267041
New_AS_118.wav,AS,./Dataset/Spectrograms\AS\New_AS_118.png,-529.20306,113.23425,96.54521,72.67713,46.375557,22.336452,4.0446258,-6.92507,-10.979592,-10.010188,-6.56217,-2.9841726,-0.8257251
New_AS_119.wav,AS,./Dataset/Spectrograms\AS\New_AS_119.png,-522.8684,112.03397,95.620674,72.09163,46.074253,22.190016,3.9227734,-7.090319,-11.173497,-10.165323,-6.6180243,-2.9393508,-0.75076807
New_AS_120.wav,AS,./Dataset/Spectrograms\AS\New_AS_120.png,-526.69794,111.61546,95.29245,71.90019,46.04152,22.302158,4.127928,-6.868594,-11.007326,-10.08801,-6.6003127,-2.891339,-0.5542299
New_MR_001.wav,MR,./Dataset/Spectrograms\MR\New_MR_001.png,-468.7546,137.84445,114.33516,81.89553,47.979996,19.074278,-0.9723196,-11.408007,-13.995773,-11.845195,-8.14295,-5.1819816,-3.948657
